typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,isAltQtyEstimated,netWgt,isNetWgtEstimated,isGrossWgtEstimated,fobvalue,legacyEstimationFlag,isReported,isAggregate
C,A,20210101,2021,52,2021,792,TUR,Türkiye,X,Export,12,DZA,Algeria,0,W00,World,H5,HS,True,284330,Gold compounds,6,True,C00,TOTAL CPC,0,1000,Air,8,kg,0.034,False,15,False,2.0,False,False,2317.0,0,False,True
C,A,20210101,2021,52,2021,792,TUR,Türkiye,X,Export,12,DZA,Algeria,0,W00,World,H5,HS,True,284330,Gold compounds,6,True,C03,Outright exportation,0,0,TOTAL MOT,8,kg,0.034,False,15,False,2.0,False,False,2317.0,0,False,True
C,A,20210101,2021,52,2021,792,TUR,Türkiye,X,Export,12,DZA,Algeria,0,W00,World,H5,HS,True,284330,Gold compounds,6,True,C03,Outright exportation,0,1000,Air,8,kg,0.034,False,15,False,2.0,False,False,2317.0,0,False,True
C,A,20220101,2022,52,2022,251,FRA,France,X,Export,12,DZA,Algeria,0,W00,World,H6,HS,True,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,510.0,False,15,False,508.0,False,False,29697152.887,0,False,True
C,A,20220101,2022,52,2022,251,FRA,France,X,Export,12,DZA,Algeria,0,W00,World,H6,HS,True,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,True,C00,TOTAL CPC,0,9900,Other,8,kg,510.0,False,15,False,508.0,False,False,29697152.887,0,False,True
C,A,20220101,2022,52,2022,251,FRA,France,X,Export,12,DZA,Algeria,0,W00,World,H6,HS,True,710813,"Metals; gold, semi-manufactured",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,0.006,False,15,False,0.006,False,False,38.963,0,False,True
C,A,20220101,2022,52,2022,251,FRA,France,X,Export,12,DZA,Algeria,0,W00,World,H6,HS,True,710813,"Metals; gold, semi-manufactured",6,True,C00,TOTAL CPC,0,9900,Other,8,kg,0.006,False,15,False,0.006,False,False,38.963,0,False,True
C,A,20220101,2022,52,2022,380,ITA,Italy,DX,Domestic Export,12,DZA,Algeria,0,W00,World,H6,HS,True,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,15.0,False,15,False,15.0,False,False,886140.422,0,True,False
C,A,20220101,2022,52,2022,380,ITA,Italy,X,Export,12,DZA,Algeria,0,W00,World,H6,HS,True,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,15.0,False,15,False,15.0,False,False,886140.422,0,True,False
C,A,20220101,2022,52,2022,784,ARE,United Arab Emirates,DX,Domestic Export,12,DZA,Algeria,0,W00,World,H6,HS,True,710813,"Metals; gold, semi-manufactured",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,305.2,False,8,False,305.2,False,False,15565331.083,0,True,False
C,A,20220101,2022,52,2022,784,ARE,United Arab Emirates,X,Export,12,DZA,Algeria,0,W00,World,H6,HS,True,710813,"Metals; gold, semi-manufactured",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,305.2,False,8,False,305.2,False,False,15565331.083,0,True,False
C,A,20230101,2023,52,2023,251,FRA,France,X,Export,12,DZA,Algeria,0,W00,World,H6,HS,True,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,216.5,False,15,False,216.0,False,False,13509147.397,0,True,False
C,A,20230101,2023,52,2023,276,DEU,Germany,X,Export,12,DZA,Algeria,0,W00,World,H6,HS,True,284330,Gold compounds,6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,0.376,False,15,False,0.376,False,False,2502.056,0,False,True
C,A,20230101,2023,52,2023,276,DEU,Germany,X,Export,12,DZA,Algeria,0,W00,World,H6,HS,True,284330,Gold compounds,6,True,C00,TOTAL CPC,0,1000,Air,8,kg,0.376,False,15,False,0.376,False,False,2502.056,0,False,True
C,A,20230101,2023,52,2023,276,DEU,Germany,X,Export,12,DZA,Algeria,0,W00,World,H6,HS,True,284330,Gold compounds,6,True,C03,Outright exportation,0,0,TOTAL MOT,8,kg,0.376,False,15,False,0.376,False,False,2502.056,0,False,True
C,A,20230101,2023,52,2023,276,DEU,Germany,X,Export,12,DZA,Algeria,0,W00,World,H6,HS,True,284330,Gold compounds,6,True,C03,Outright exportation,0,1000,Air,8,kg,0.376,False,15,False,0.376,False,False,2502.056,0,False,True
C,A,20230101,2023,52,2023,380,ITA,Italy,DX,Domestic Export,12,DZA,Algeria,0,W00,World,H6,HS,True,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,81.0,False,15,False,81.0,False,False,5108322.762,0,True,False
C,A,20230101,2023,52,2023,380,ITA,Italy,X,Export,12,DZA,Algeria,0,W00,World,H6,HS,True,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,81.0,False,15,False,81.0,False,False,5108322.762,0,True,False
C,A,20230101,2023,52,2023,380,ITA,Italy,DX,Domestic Export,12,DZA,Algeria,0,W00,World,H6,HS,True,710813,"Metals; gold, semi-manufactured",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,57.679,False,15,False,59.0,False,False,2980707.254,0,True,False
C,A,20230101,2023,52,2023,380,ITA,Italy,X,Export,12,DZA,Algeria,0,W00,World,H6,HS,True,710813,"Metals; gold, semi-manufactured",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,57.679,False,15,False,59.0,False,False,2980707.254,0,True,False
C,A,20230101,2023,52,2023,784,ARE,United Arab Emirates,DX,Domestic Export,12,DZA,Algeria,0,W00,World,H6,HS,True,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,0.432,True,-1,False,0.432,True,False,26168.005,6,True,False
C,A,20230101,2023,52,2023,784,ARE,United Arab Emirates,X,Export,12,DZA,Algeria,0,W00,World,H6,HS,True,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,0.432,True,-1,False,0.432,True,False,26168.005,6,True,False
C,A,20230101,2023,52,2023,784,ARE,United Arab Emirates,DX,Domestic Export,12,DZA,Algeria,0,W00,World,H6,HS,True,710813,"Metals; gold, semi-manufactured",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,362.781,True,-1,False,362.781,True,False,21768163.517,6,True,False
C,A,20230101,2023,52,2023,784,ARE,United Arab Emirates,X,Export,12,DZA,Algeria,0,W00,World,H6,HS,True,710813,"Metals; gold, semi-manufactured",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,362.781,True,-1,False,362.781,True,False,21768163.517,6,True,False
C,A,20240101,2024,52,2024,380,ITA,Italy,DX,Domestic Export,12,DZA,Algeria,0,W00,World,H6,HS,True,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,24.0,False,15,False,24.0,False,False,1956997.991,0,True,False
C,A,20240101,2024,52,2024,380,ITA,Italy,X,Export,12,DZA,Algeria,0,W00,World,H6,HS,True,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,24.0,False,15,False,24.0,False,False,1956997.991,0,True,False
C,A,20240101,2024,52,2024,380,ITA,Italy,DX,Domestic Export,12,DZA,Algeria,0,W00,World,H6,HS,True,710813,"Metals; gold, semi-manufactured",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,5.0,False,15,False,5.0,False,False,456223.364,0,True,False
C,A,20240101,2024,52,2024,380,ITA,Italy,X,Export,12,DZA,Algeria,0,W00,World,H6,HS,True,710813,"Metals; gold, semi-manufactured",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,5.0,False,15,False,5.0,False,False,456223.364,0,True,False
